0,0,3,3,0,0,0,0,0,0,0,0,4,4,2,11
-3.639,0.418,1,0,-0.67,1.779,-0.168,1.627,-0.388,0.529,-0.874,-0.814,3,0,1,0
-3.327,0.496,1,0,-0.694,1.365,-0.265,1.933,-0.363,0.51,-0.621,-0.488,2,3,0,1
-2.12,0.894,1,0,-1.576,0.147,-0.707,1.559,-0.579,0.676,-0.809,-0.049,2,3,0,2
-2.287,1.809,1,0,-1.498,1.012,-1.053,1.06,-0.567,0.235,-0.091,-0.795,3,2,0,3
-2.598,1.938,1,0,-0.846,1.062,-1.633,0.764,0.394,-0.15,0.277,-0.396,1,1,0,4
-2.852,1.914,1,0,-0.755,0.825,-1.588,0.855,0.217,-0.246,0.238,-0.365,1,1,0,5
-3.482,2.524,1,0,-0.433,1.048,-1.995,0.902,0.322,0.45,0.377,-0.366,3,3,0,6
-3.941,2.305,1,1,0.124,1.771,-1.815,0.593,-0.435,0.992,0.575,-0.301,1,3,0,7
-3.86,2.116,2,0,-0.939,0.688,-0.675,1.679,-0.512,0.928,-0.167,-0.434,2,3,0,8
-3.648,1.812,1,1,-1.378,1.578,0.065,1.577,-0.466,0.702,0.06,-0.836,3,3,1,9
-3.032,1.739,1,0,-1.141,0.737,-0.834,1.386,-0.575,0.679,-0.018,-0.823,2,3,0,10
-3.653,0.373,1,1,-0.6,1.705,-0.222,1.765,-0.353,0.537,-0.797,-0.813,2,1,0,9
-3.237,0.436,2,0,-0.86,1.363,-0.251,1.915,-0.395,0.751,-0.774,-0.327,2,2,1,1
-2.135,0.954,2,1,-1.632,0.121,-0.704,1.6,-0.628,0.713,-0.903,-0.027,1,1,0,2
-2.304,1.784,2,1,-1.506,0.981,-0.961,0.806,-0.294,-0.002,0.119,-0.76,1,2,1,3
-2.54,2.144,1,0,-1.024,0.933,-1.567,1.024,0.188,-0.047,0.309,-0.633,1,2,0,4
-2.826,2.003,2,0,-0.738,0.801,-1.669,0.939,0.245,-0.257,0.256,-0.458,3,1,0,5
-3.582,2.374,2,1,-0.358,1.162,-1.953,0.621,0.339,0.355,0.415,-0.259,1,3,0,6
-3.951,2.25,0,0,0.127,1.772,-1.906,0.567,-0.432,1.045,0.598,-0.293,1,2,0,7
-3.783,1.974,0,0,-1.2,0.606,-0.65,1.504,-0.134,0.528,0.392,-0.58,1,1,0,8
-3.673,1.811,0,1,-1.405,1.621,0.044,1.572,-0.453,0.745,-0.066,-0.733,2,0,0,9
-2.946,1.649,0,0,-1.167,0.788,-0.909,1.3,-0.562,0.902,-0.07,-0.842,1,0,1,10
-3.665,0.337,0,0,-0.641,1.791,-0.194,1.686,-0.359,0.57,-0.676,-0.841,2,1,0,0
-3.165,0.408,0,0,-0.971,1.207,-0.298,1.921,-0.215,0.723,-0.492,-0.425,1,2,0,1
-2.105,1.035,0,0,-1.705,0.231,-0.558,1.554,-0.649,0.71,-0.855,-0.151,2,3,0,2
-2.312,1.746,0,0,-1.51,1.019,-0.99,0.941,-0.488,0.208,0.033,-0.847,2,2,0,3
-2.635,2.147,0,0,-1.129,0.911,-1.407,1.095,-0.071,0.118,0.139,-0.685,1,2,0,4
-2.887,2.131,0,0,-0.83,0.682,-1.557,0.818,0.448,-0.382,0.207,-0.402,3,0,0,5
-3.635,2.25,1,1,-0.394,1.012,-1.693,0.117,0.665,0.281,0.343,-0.003,1,3,0,6
-3.986,2.325,1,0,0.102,1.633,-2.014,0.576,-0.344,1.003,0.566,-0.245,2,3,0,7
-3.712,1.816,2,0,-1.171,0.647,-0.767,1.698,-0.347,0.92,0.159,-0.359,1,0,0,8
-3.74,1.832,0,0,-1.384,1.587,0.049,1.642,-0.516,0.707,-0.169,-0.522,1,3,1,9
-2.859,1.627,2,0,-1.14,0.769,-0.948,1.39,-0.608,0.956,-0.204,-0.727,1,2,0,10
-3.624,0.305,1,0,-0.708,1.758,-0.194,1.675,-0.273,0.561,-0.577,-0.843,2,3,0,0
-3.062,0.351,1,0,-1.071,1.061,-0.355,1.99,-0.21,0.796,-0.358,-0.299,1,2,0,1
-2.081,1.05,1,0,-1.778,0.411,-0.518,1.46,-0.576,0.735,-0.866,-0.172,1,3,0,2
-2.289,1.845,1,0,-1.616,0.987,-0.876,1.044,-0.549,0.196,-0.07,-0.814,2,3,0,3
-2.724,2.067,1,0,-1.142,0.923,-1.157,1.17,-0.276,0.172,-0.008,-0.649,2,3,0,4
-3.015,2.232,1,1,-0.899,0.574,-1.331,0.546,0.61,-0.452,0.035,-0.156,2,3,0,5
-3.559,2.126,0,0,-0.445,1.053,-1.765,0.349,0.546,0.321,0.443,-0.118,2,2,1,6
-4.074,2.281,2,0,0.152,1.556,-1.613,-0.047,0.222,0.252,0.775,0.125,2,3,0,7
-3.618,1.576,1,0,-1.14,0.699,-0.741,1.633,-0.387,1.086,0.235,-0.388,1,0,0,0
-3.687,1.784,2,0,-1.593,1.603,0.123,1.424,-0.225,0.441,0.206,-0.714,1,1,0,9
-2.69,1.652,1,1,-1.261,0.674,-0.964,1.449,-0.593,1.005,-0.303,-0.541,1,2,1,10
-3.593,0.29,1,0,-0.782,1.707,-0.175,1.662,-0.137,0.493,-0.492,-0.926,1,3,0,0
-3.046,0.387,1,0,-1.165,0.94,-0.386,1.978,-0.186,0.811,-0.394,-0.198,2,2,0,1
-2.255,0.902,1,0,-1.723,0.454,-0.524,1.453,-0.614,0.761,-0.885,-0.118,1,2,0,2
-2.299,1.848,1,0,-1.695,1.065,-0.861,1.047,-0.607,0.313,-0.253,-0.759,2,3,0,3
-2.911,1.928,1,0,-1.131,0.899,-0.911,1.111,-0.208,-0.047,-0.029,-0.539,1,2,1,4
-3.089,2.339,2,0,-0.973,0.463,-1.169,0.543,0.598,-0.45,-0.08,-0.039,3,2,1,5
-3.459,2.086,1,1,-0.595,0.937,-1.841,0.6,0.457,0.4,0.473,-0.211,1,1,0,6
-4.208,2.447,1,0,0.049,1.331,-2.088,0.585,-0.05,0.82,0.606,-0.302,1,3,0,7
-3.543,1.391,2,0,-1.22,0.699,-0.769,1.579,-0.379,1.158,0.181,-0.178,1,3,0,8
-3.684,1.774,2,0,-1.728,1.611,0.1,1.393,-0.193,0.554,0.245,-0.919,1,1,0,9
